3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3
3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3
3	3	3	3	3	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	3	3	3	3	3
3	3	3	3	3	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	3	3	3	3	3
3	3	3	3	6	2	6	2	2	5	5	2	2	2	2	2	2	2	2	5	5	2	2	6	2	6	3	3	3	3
3	3	3	6	2	2	6	2	2	5	5	2	2	2	2	2	2	2	2	5	5	2	2	6	2	2	6	3	3	3
3	3	6	2	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	2	6	3	3
3	3	3	6	2	2	6	2	2	2	2	2	6	6	6	6	6	6	2	2	2	2	2	6	2	2	6	3	3	3
3	3	3	3	6	2	6	2	2	2	2	2	6	5	6	6	5	6	2	2	2	2	2	6	2	6	3	3	3	3
3	3	3	3	3	6	6	6	2	2	2	2	6	5	6	6	5	6	2	2	2	2	6	6	6	3	3	3	3	3
3	3	3	3	3	3	6	6	2	2	2	2	6	6	6	6	6	6	2	2	2	2	6	6	3	3	3	3	3	3
3	3	3	3	3	3	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	3	3	3	3	3	3
3	3	3	3	3	3	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	3	3	3	3	3	3
3	3	3	3	3	3	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	3	3	3	3	3	3
3	3	3	3	3	3	3	6	6	6	5	5	4	4	4	4	4	4	5	5	6	6	6	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	6	6	6	5	5	5	5	5	5	5	5	6	6	6	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	1	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3
