5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	3	3	3	3	2	3	3	3	2	2	2	2	2	2	2	2	6	2	2	5	2	2	2	2	2	2	2	2	5
5	3	2	2	3	2	3	4	4	3	2	2	2	2	2	2	2	5	2	2	6	2	2	2	4	2	2	2	2	5
5	3	3	3	3	2	3	4	4	3	2	2	2	2	2	2	2	6	2	2	5	2	2	2	2	2	4	2	2	5
5	3	2	2	2	2	3	4	4	3	2	2	2	2	2	2	2	6	2	2	6	2	2	2	2	2	2	2	2	5
5	3	2	2	2	5	3	6	6	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	4	2	5
5	3	2	2	2	5	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	5
5	5	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	5
5	2	2	2	2	5	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	2	2	5	2	2	5	2	5
5	2	2	2	5	5	2	2	7	6	6	6	6	6	6	6	6	6	6	6	6	7	2	2	5	2	4	2	2	5
5	2	2	5	2	5	2	2	7	6	2	2	2	2	2	2	2	2	2	2	6	7	2	2	5	2	2	2	2	5
5	2	2	2	2	5	2	2	7	6	2	6	6	6	6	6	6	6	6	2	6	7	2	2	5	2	5	2	2	5
5	5	2	2	2	5	2	2	7	6	2	6	7	7	7	7	7	7	6	2	6	7	2	2	5	2	2	5	2	5
5	2	2	2	2	5	2	2	7	6	2	6	7	2	2	2	5	7	6	2	6	7	2	2	5	2	2	2	2	5
5	5	2	2	2	5	2	2	7	6	2	6	7	2	0	5	2	7	6	2	6	7	2	2	5	2	2	2	2	5
5	2	2	2	2	5	2	2	7	6	2	6	7	2	5	1	2	7	6	2	6	7	2	2	5	2	2	2	5	5
5	2	2	5	2	5	2	2	7	6	2	6	7	5	2	2	2	7	6	2	6	7	2	2	5	5	2	2	2	5
5	2	2	2	2	5	2	2	7	6	2	6	7	7	7	7	7	7	6	2	6	7	2	2	5	2	2	2	2	5
5	2	5	2	2	5	2	2	7	6	2	6	6	6	6	6	6	6	6	2	6	7	2	2	5	2	2	2	2	5
5	2	2	2	2	5	2	2	7	6	2	2	2	2	2	2	2	2	2	2	6	7	2	2	5	5	2	2	5	5
5	5	2	2	5	5	2	2	7	6	6	6	6	6	6	6	6	6	6	6	6	7	2	2	5	2	2	2	2	5
5	2	2	2	5	5	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	2	2	5	2	2	2	2	5
5	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	2	2	2	5
5	2	2	2	2	5	2	2	2	2	2	2	2	2	3	2	3	2	3	3	3		2	2	5	2	2	3	2	5
5	2	4	2	2	5	5	5	5	5	5	5	5	5	3	4	3	6	3	4	3	5	5	5	5	2	3	3	2	5
5	2	2	2	2	2	2	2	2	6	2	2	6	2	3	2	3	2	3	4	3	2	2	2	2	2	2	3	2	5
5	2	2	4	2	2	2	2	2	6	2	2	5	2	3	2	3	2	3	4	3	2	3	3	3	2	2	3	2	5
5	2	2	2	2	4	2	2	2	5	2	2	6	2	3	2	3	2	3	4	3	2	4	4	4	2	2	3	2	5
5	2	2	2	2	2	2	2	2	6	2	2	5	2	3	2	3	2	3	3	3	2	2	2	2	2	3	3	3	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
