3	3	3	6	2	2	6	2	2	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6
3	0	3	6	2	2	6	2	2	6	2	2	2	5	5	5	5	2	2	2	6	2	2	2	2	2	2	2	2	2
3	3	3	6	2	2	6	2	2	6	2	2	2	6	6	6	6	2	2	2	6	2	2	2	2	2	2	2	2	2
6	6	6	6	2	2	6	2	2	6	2	2	5	2	2	2	2	5	2	2	6	2	2	6	6	6	6	6	6	6
2	2	2	2	2	2	6	2	2	6	2	2	5	2	6	6	2	5	2	2	6	2	2	6	2	2	2	2	2	2
2	2	2	2	2	2	6	2	2	6	2	2	5	2	6	6	2	5	2	2	6	2	2	6	2	2	2	2	2	2
6	6	6	6	6	6	6	2	2	6	2	2	5	2	2	2	2	5	2	2	6	2	2	6	2	2	6	6	6	6
2	2	2	2	2	2	2	2	2	6	2	2	2	6	6	6	6	2	2	2	6	2	2	6	2	2	6	2	2	2
2	2	2	2	2	2	2	2	2	6	2	2	2	5	5	5	5	2	2	2	6	2	2	6	2	2	6	2	2	2
6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	2	2	6	2	2	6	2	2	2
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
5	5	5	4	4	3	3	4	4	5	5	5	4	4	3	3	4	4	5	5	5	4	4	3	3	4	4	5	5	5
4	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4	4
4	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4	4
5	5	5	4	4	3	3	4	4	5	5	5	4	4	3	3	4	4	5	5	5	4	4	3	3	4	4	5	5	5
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2	2	2	6	2	2	6	2	2	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6
2	2	2	6	2	2	6	2	2	6	2	2	2	5	5	5	5	2	2	2	6	2	2	2	2	2	2	2	2	2
2	2	2	6	2	2	6	2	2	6	2	2	2	6	6	6	6	2	2	2	6	2	2	2	2	2	2	2	2	2
6	6	6	6	2	2	6	2	2	6	2	2	5	2	2	2	2	5	2	2	6	2	2	6	6	6	6	6	6	6
2	2	2	2	2	2	6	2	2	6	2	2	5	2	6	6	2	5	2	2	6	2	2	6	2	2	2	2	2	2
2	2	2	2	2	2	6	2	2	6	2	2	5	2	6	6	2	5	2	2	6	2	2	6	2	2	2	2	2	2
6	6	6	6	6	6	6	2	2	6	2	2	5	2	2	2	2	5	2	2	6	2	2	6	2	2	6	6	6	6
2	2	2	2	2	2	2	2	2	6	2	2	2	6	6	6	6	2	2	2	6	2	2	6	2	2	6	3	3	3
2	2	2	2	2	2	2	2	2	6	2	2	2	5	5	5	5	2	2	2	6	2	2	6	2	2	6	3	1	3
6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	2	2	6	2	2	6	3	3	3
